time_real,4.06.1+multicore+atomic-mark+bench,,4.06.1+multicore+bench,,4.06.1+multicore+cas-promotion+bench,,4.06.1+multicore+xchg-writes+bench,,4.06.1+trunk+bench,
numal-durand-kerner-aberth,1037652.,0.,952803.,0.,1052229.,0.,1037540.,0.,844422.,0.
numal-fft,900000.,0.,820303.,0.,911177.,0.,899888.,0.,746026.,0.
numal-k-means,14160909.,0.,13667324.,0.,14175646.,0.,14160797.,0.,8415575.,0.
numal-levinson-durbin,608429.,0.,538724.,0.,610710.,0.,608317.,0.,503251.,0.
numal-lu-decomposition,1651320.,0.,1528487.,0.,1665817.,0.,1651208.,0.,1210786.,0.
numal-naive-multilayer,1316065.,0.,1224504.,0.,1332130.,0.,1315953.,0.,1074833.,0.
numal-qr-decomposition,1110794.,0.,1024681.,0.,1125331.,0.,1110682.,0.,918732.,0.
numal-rnd_access,588891.,0.,516570.,0.,593108.,0.,588779.,0.,458023.,0.
numal-simple_access,492166.,0.,422653.,0.,494367.,0.,492054.,0.,387684.,0.
patdiff,,,,,,,,,18398479.,0.
sauvola-contrast,,,,,,,,,1935177.,0.
sequence,1037569.,0.,953160.,0.,1053034.,0.,1037457.,0.,859363.,0.
sequence-cps,845648.,0.,768039.,0.,855825.,0.,845536.,0.,704194.,0.
setrip,1466236.,0.,1367763.,0.,1487901.,0.,1466124.,0.,1167971.,0.
setrip-smallbuf,1466236.,0.,1367763.,0.,1487901.,0.,1466124.,0.,1167971.,0.

code_size,4.06.1+multicore+atomic-mark+bench,,4.06.1+multicore+bench,,4.06.1+multicore+cas-promotion+bench,,4.06.1+multicore+xchg-writes+bench,,4.06.1+trunk+bench,
almabench,619315.,0.,605282.,0.,624204.,0.,619203.,0.,528085.,0.
bdd,652552.,0.,637327.,0.,658153.,0.,652440.,0.,554346.,0.
cpdf-merge,3675159.,0.,3569318.,0.,3712984.,0.,3675047.,0.,3124099.,0.
cpdf-reformat,3675159.,0.,3569318.,0.,3712984.,0.,3675047.,0.,3124099.,0.
cpdf-squeeze,3675159.,0.,3569318.,0.,3712984.,0.,3675047.,0.,3124099.,0.
cpdf-transform,3675159.,0.,3569318.,0.,3712984.,0.,3675047.,0.,3124099.,0.
frama-c-deflate,,,,,,,,,10199177.,0.
frama-c-idct,,,,,,,,,10199177.,0.
jsontrip-sample,1329162.,0.,1287193.,0.,1342019.,0.,1329050.,0.,1061489.,0.
kb,683105.,0.,666896.,0.,689610.,0.,682993.,0.,583483.,0.
kb-no-exc,686408.,0.,670151.,0.,693001.,0.,686296.,0.,586538.,0.
lexifi-g2pp,787507.,0.,767602.,0.,794780.,0.,787395.,0.,664427.,0.
menhir-fancy,3040724.,0.,2935099.,0.,3081197.,0.,3040612.,0.,2368895.,0.
menhir-sql,3040724.,0.,2935099.,0.,3081197.,0.,3040612.,0.,2368895.,0.
menhir-standard,3040724.,0.,2935099.,0.,3081197.,0.,3040612.,0.,2368895.,0.
minilight,1304983.,0.,1260566.,0.,1316072.,0.,1304871.,0.,1014158.,0.
numal-durand-kerner-aberth,763464.,0.,743135.,0.,770617.,0.,763352.,0.,634322.,0.
numal-fft,650548.,0.,635371.,0.,656029.,0.,650436.,0.,553238.,0.
numal-k-means,11451425.,0.,11022360.,0.,11458674.,0.,11451313.,0.,7171683.,0.
numal-levinson-durbin,337345.,0.,332160.,0.,338666.,0.,337233.,0.,283743.,0.
numal-lu-decomposition,1202956.,0.,1144643.,0.,1210061.,0.,1202844.,0.,891886.,0.
numal-naive-multilayer,900429.,0.,873388.,0.,908398.,0.,900317.,0.,733333.,0.
numal-qr-decomposition,780126.,0.,758533.,0.,787303.,0.,780014.,0.,651928.,0.
numal-rnd_access,412431.,0.,404630.,0.,414760.,0.,412319.,0.,336339.,0.
numal-simple_access,335002.,0.,330009.,0.,336275.,0.,334890.,0.,281968.,0.
patdiff,,,,,,,,,14145607.,0.
sauvola-contrast,,,,,,,,,1451769.,0.
sequence,761845.,0.,741956.,0.,769406.,0.,761733.,0.,643119.,0.
sequence-cps,606084.,0.,592995.,0.,611045.,0.,605972.,0.,519374.,0.
setrip,1101420.,0.,1067467.,0.,1112237.,0.,1101308.,0.,882227.,0.
setrip-smallbuf,1101420.,0.,1067467.,0.,1112237.,0.,1101308.,0.,882227.,0.

data_size,4.06.1+multicore+atomic-mark+bench,,4.06.1+multicore+bench,,4.06.1+multicore+cas-promotion+bench,,4.06.1+multicore+xchg-writes+bench,,4.06.1+trunk+bench,
almabench,250476.,0.,185956.,0.,255596.,0.,250476.,0.,194356.,0.
bdd,251052.,0.,186532.,0.,256844.,0.,251052.,0.,194196.,0.
cpdf-merge,1920352.,0.,1855832.,0.,1958752.,0.,1920352.,0.,1790824.,0.
cpdf-reformat,1920352.,0.,1855832.,0.,1958752.,0.,1920352.,0.,1790824.,0.
cpdf-squeeze,1920352.,0.,1855832.,0.,1958752.,0.,1920352.,0.,1790824.,0.
cpdf-transform,1920352.,0.,1855832.,0.,1958752.,0.,1920352.,0.,1790824.,0.
frama-c-deflate,,,,,,,,,3961904.,0.
frama-c-idct,,,,,,,,,3961904.,0.
jsontrip-sample,433488.,0.,368968.,0.,446608.,0.,433488.,0.,344720.,0.
kb,260460.,0.,195940.,0.,267276.,0.,260460.,0.,204148.,0.
kb-no-exc,261196.,0.,196676.,0.,268108.,0.,261196.,0.,204852.,0.
lexifi-g2pp,297836.,0.,233316.,0.,305292.,0.,297836.,0.,237908.,0.
menhir-fancy,1097432.,0.,1032880.,0.,1138136.,0.,1097432.,0.,902512.,0.
menhir-sql,1097432.,0.,1032880.,0.,1138136.,0.,1097432.,0.,902512.,0.
menhir-standard,1097432.,0.,1032880.,0.,1138136.,0.,1097432.,0.,902512.,0.
minilight,419056.,0.,354536.,0.,430288.,0.,419056.,0.,323184.,0.
numal-durand-kerner-aberth,274188.,0.,209668.,0.,281612.,0.,274188.,0.,210100.,0.
numal-fft,249452.,0.,184932.,0.,255148.,0.,249452.,0.,192788.,0.
numal-k-means,2709484.,0.,2644964.,0.,2716972.,0.,2709484.,0.,1243892.,0.
numal-levinson-durbin,271084.,0.,206564.,0.,272044.,0.,271084.,0.,219508.,0.
numal-lu-decomposition,448364.,0.,383844.,0.,455756.,0.,448364.,0.,318900.,0.
numal-naive-multilayer,415636.,0.,351116.,0.,423732.,0.,415636.,0.,341500.,0.
numal-qr-decomposition,330668.,0.,266148.,0.,338028.,0.,330668.,0.,266804.,0.
numal-rnd_access,176460.,0.,111940.,0.,178348.,0.,176460.,0.,121684.,0.
numal-simple_access,157164.,0.,92644.,0.,158092.,0.,157164.,0.,105716.,0.
patdiff,,,,,,,,,4252872.,0.
sauvola-contrast,,,,,,,,,483408.,0.
sequence,275724.,0.,211204.,0.,283628.,0.,275724.,0.,216244.,0.
sequence-cps,239564.,0.,175044.,0.,244780.,0.,239564.,0.,184820.,0.
setrip,364816.,0.,300296.,0.,375664.,0.,364816.,0.,285744.,0.
setrip-smallbuf,364816.,0.,300296.,0.,375664.,0.,364816.,0.,285744.,0.

minor_words,4.06.1+multicore+atomic-mark+bench,,4.06.1+multicore+bench,,4.06.1+multicore+cas-promotion+bench,,4.06.1+multicore+xchg-writes+bench,,4.06.1+trunk+bench,
almabench,12771504.,0.,1499296.,0.,12771504.,0.,12771504.,0.,11689154.,0.
bdd,78354228.,0.,78092088.,0.,78354228.,0.,78354228.,0.,76776856.,0.
cpdf-merge,197558412.,0.,182077657.,nan,197558831.,0.,197558790.,0.,197535883.,0.
cpdf-reformat,449515968.,0.,442438042.,nan,449515991.,0.,449515968.,0.,448744421.,0.
cpdf-squeeze,403656418.,0.,396486390.,0.,403656441.,0.,403656418.,0.,403639819.,0.
cpdf-transform,55783345.,0.,55783231.,0.,55783365.,0.,55783345.,0.,55760053.,0.
frama-c-deflate,,,,,,,,,2473278679.,0.
frama-c-idct,,,,,,,,,23799820.,nan
jsontrip-sample,7738822.,0.,5641683.,0.,7738822.,0.,7738822.,0.,7160780.,0.
kb,91531263.,0.,90744306.,0.,91531263.,0.,91531263.,0.,90578323.,0.
kb-no-exc,37609474.,0.,37347329.,0.,37609474.,0.,37609474.,0.,37503337.,0.
lexifi-g2pp,1679022385.,0.,1669323133.,0.,1679022387.,0.,1679022385.,0.,1678613459.,0.
menhir-fancy,2670368.,0.,1359643.,0.,2670371.,0.,2670368.,0.,2238237.,0.
menhir-sql,1033056830.,0.,1005055011.,nan,1033056833.,0.,1033056830.,0.,1032167253.,0.
menhir-standard,3109559.,0.,2585245.,0.,3109561.,0.,3109559.,0.,1432099.,0.
minilight,9747578753.,0.,9668150312.,0.,9747578753.,0.,9747578753.,0.,9747431685.,0.
numal-durand-kerner-aberth,77977828.,0.,77191398.,0.,77977830.,0.,77977828.,0.,77414786.,0.
numal-fft,265590810.,0.,238383299.,0.,265590812.,0.,265590810.,0.,264242358.,0.
numal-k-means,103253936.,0.,1396818.,0.,103253936.,0.,103253936.,0.,102494005.,0.
numal-levinson-durbin,1001931677.,0.,1001931673.,0.,1001931677.,0.,1001931677.,0.,1000784001.,0.
numal-lu-decomposition,543585142.,0.,2323177.,0.,543585142.,0.,543585142.,0.,542217436.,0.
numal-naive-multilayer,2171024504.,0.,2169451640.,0.,2171024504.,0.,2171024504.,0.,2170639423.,0.
numal-qr-decomposition,1712409570.,0.,1664961502.,0.,1712409570.,0.,1712409570.,0.,1711440705.,0.
numal-rnd_access,201679858.,24833.5901553,1858173.33333,47400.6807265,201177455.333,943070.970965,201671754.,34280.5367519,200024226.,13789.228985
numal-simple_access,640771165.,0.,207971917.,0.,640771165.,0.,640771165.,0.,640006201.,0.
patdiff,,,,,,,,,36596878.,0.
sequence,752030057.,0.,751243626.,0.,752030057.,0.,752030057.,0.,750492812.,0.
sequence-cps,1502506087.,0.,1501719665.,0.,1502506087.,0.,1502506087.,0.,1501299851.,0.
setrip,172397946.,0.,169252244.,0.,172397946.,0.,172397946.,0.,170650322.,0.
setrip-smallbuf,172398261.,0.,168990139.,0.,172398261.,0.,172398261.,0.,170650267.,0.

major_words,4.06.1+multicore+atomic-mark+bench,,4.06.1+multicore+bench,,4.06.1+multicore+cas-promotion+bench,,4.06.1+multicore+xchg-writes+bench,,4.06.1+trunk+bench,
almabench,1065.,0.,975.,0.,1065.,0.,1065.,0.,939.,0.
bdd,617964.,0.,583194.,0.,617964.,0.,617964.,0.,664841.,0.
cpdf-merge,95256868.,0.,88005934.,nan,95161531.,0.,95161553.,0.,95303277.,0.
cpdf-reformat,75782385.,0.,72781274.,nan,75782373.,0.,75782385.,0.,75793761.,0.
cpdf-squeeze,138963878.,0.,135732461.,0.,138963858.,0.,138963878.,0.,138739074.,0.
cpdf-transform,28027018.,0.,28027014.,0.,28027020.,0.,28027018.,0.,27953626.,0.
frama-c-deflate,,,,,,,,,186982541.667,22.3681320931
frama-c-idct,,,,,,,,,2650814.,nan
jsontrip-sample,29490.,0.,27553.,0.,29490.,0.,29490.,0.,29376.,0.
kb,4878177.,0.,4836364.,0.,4878177.,0.,4878177.,0.,4873136.,0.
kb-no-exc,4644391.,0.,4618698.,0.,4644391.,0.,4644391.,0.,4699054.,0.
lexifi-g2pp,280758.,0.,277823.,0.,280760.,0.,280758.,0.,278186.,0.
menhir-fancy,327890.,0.,272091.,0.,327893.,0.,327890.,0.,328751.,0.
menhir-sql,56262849.,0.,50751588.,nan,56262855.,0.,56262849.,0.,56163384.,0.
menhir-standard,270149.,0.,242323.,0.,270151.,0.,270149.,0.,274012.,0.
minilight,10645660.,0.,10560374.,0.,10645660.,0.,10645660.,0.,10641824.,0.
numal-durand-kerner-aberth,231819.,0.,229455.,0.,231811.,0.,231819.,0.,227630.,0.
numal-fft,140413009.,0.,121780931.,0.,140413011.,0.,140413009.,0.,140272143.,0.
numal-k-means,535654.,0.,526355.,0.,535654.,0.,535654.,0.,536259.,0.
numal-levinson-durbin,250058479.,0.,250058475.,0.,250058479.,0.,250058479.,0.,250064165.,0.
numal-lu-decomposition,7775992.,0.,6984362.,0.,7775992.,0.,7775992.,0.,7775111.,0.
numal-naive-multilayer,1260760.,0.,1259751.,0.,1260760.,0.,1260760.,0.,1282790.,0.
numal-qr-decomposition,2682763.,0.,2646191.,0.,2682763.,0.,2682763.,0.,2693569.,0.
numal-rnd_access,200000221.,0.,200000215.,0.,200000221.,0.,200000221.,0.,200000139.,0.
numal-simple_access,220001977.,0.,192577233.,0.,220001977.,0.,220001977.,0.,220001887.,0.
patdiff,,,,,,,,,9210069.,0.
sequence,37423.,0.,37376.,0.,37423.,0.,37423.,0.,38258.,0.
sequence-cps,201428.,0.,201326.,0.,201428.,0.,201428.,0.,222795.,0.
setrip,13313.,0.,13221.,0.,13313.,0.,13313.,0.,13269.,0.
setrip-smallbuf,13351.,0.,13213.,0.,13351.,0.,13351.,0.,13241.,0.

promoted_words,4.06.1+multicore+atomic-mark+bench,,4.06.1+multicore+bench,,4.06.1+multicore+cas-promotion+bench,,4.06.1+multicore+xchg-writes+bench,,4.06.1+trunk+bench,
almabench,7.72814227674e-05,0.,0.000598280793119,0.,7.72814227674e-05,0.,7.72814227674e-05,0.,8.03308776666e-05,0.
bdd,0.00611328848776,8.91129473883e-19,0.0056885660427,0.,0.00611328848776,8.91129473883e-19,0.00611328848776,8.91129473883e-19,0.00685046285302,2.66634390763e-18
cpdf-merge,0.42291969324,6.79869977755e-17,0.444838693196,nan,0.422395666028,6.79869977755e-17,0.422395865049,0.,0.423203322507,0.
cpdf-reformat,0.145029088266,0.,0.140862328922,nan,0.14502905415,0.,0.145029088266,0.,0.145303994765,0.
cpdf-squeeze,0.305440848955,0.,0.305221256145,0.,0.305440782004,0.,0.305440848955,0.,0.304896690581,0.
cpdf-transform,0.467827789818,0.,0.467828674176,6.79869977755e-17,0.467827657941,0.,0.467827789818,0.,0.466708613064,0.
frama-c-deflate,,,,,,,,,0.0490770359593,9.04391902155e-09
frama-c-idct,,,,,,,,,0.094684203494,nan
jsontrip-sample,0.00168190972735,5.43396431187e-18,0.0019637757031,5.21598467793e-18,0.00168190972735,5.43408931536e-18,0.00168190972735,4.78343528032e-18,0.0018137688911,6.95145299817e-18
kb,0.0532943481835,7.41798960903e-18,0.0532957516916,0.,0.0532943481835,7.41798960903e-18,0.0532943481835,7.41798960903e-18,0.0538002453413,7.31423639287e-18
kb-no-exc,0.123487847769,1.45551466459e-17,0.123666675065,1.44444595137e-17,0.123487847769,1.44948766286e-17,0.123487847769,1.44948766286e-17,0.125296956908,0.
lexifi-g2pp,0.00016716870633,0.,0.000166381807398,0.,0.0001671698973,3.31967762576e-20,0.00016716870633,3.31967762576e-20,0.000165723680165,0.
menhir-fancy,0.073246458915,1.53016981577e-16,0.103572040602,4.31188066709e-16,0.0732475000665,9.73766404687e-17,0.073246458915,1.53029364526e-16,0.0802010689663,7.64326069565e-16
menhir-sql,0.0447931194647,0.,0.0427537483319,nan,0.0447931251426,0.,0.0447931194647,0.,0.0447321079658,8.49837472194e-18
menhir-standard,0.0427086284582,1.11223978019e-16,0.0410034638883,9.73190781641e-17,0.0427092441666,1.18176257979e-16,0.0427086284582,9.7326263204e-17,0.087580537379,5.13978371267e-16
minilight,0.0010904098617,0.,0.00109054676021,0.,0.0010904098617,0.,0.0010904098617,0.,0.00109004159694,0.
numal-durand-kerner-aberth,0.0029718832384,3.50695557665e-18,0.0029715357662,1.75270036519e-18,0.00297178056891,2.19236534137e-18,0.0029718832384,3.50778454619e-18,0.00294039435826,4.37912002057e-19
numal-fft,0.508940972016,0.,0.488868001613,0.,0.508940975714,0.,0.508940972016,0.,0.511005343814,0.
numal-k-means,0.00349022045997,4.46253932615e-19,0.25134269461,5.71205033748e-17,0.00349022045997,0.,0.00349022045997,4.46253932615e-19,0.00352276213619,8.75824004115e-19
numal-levinson-durbin,3.49145563545e-05,0.,3.49105642057e-05,0.,3.49145563545e-05,0.,3.49145563545e-05,0.,4.07140801205e-05,0.
numal-lu-decomposition,0.000549014270151,0.,0.0674868940249,0.,0.000549014270151,0.,0.000549014270151,0.,0.000548918165,0.
numal-naive-multilayer,0.000580523157467,0.,0.000580478945362,0.,0.000580523157467,0.,0.000580523157467,0.,0.000590811162099,0.
numal-qr-decomposition,0.00156661411323,0.,0.00158929380458,0.,0.00156661411323,0.,0.00156661411323,0.,0.00157386054459,0.
numal-rnd_access,7.0408618136e-07,8.66967471878e-11,7.3222358396e-05,1.89347905173e-06,7.0585486626e-07,3.31761216829e-09,7.04114479271e-07,1.19686678008e-10,6.89916432609e-07,4.75594695624e-11
numal-simple_access,0.312126869816,0.,0.829809892073,1.35973995551e-16,0.312126869816,0.,0.312126869816,0.,0.312499919044,0.
patdiff,,,,,,,,,0.186792682152,8.55484294927e-17
sequence,4.96589194174e-05,7.57609299697e-21,4.96483413757e-05,7.57609299697e-21,4.96589194174e-05,7.57609299697e-21,4.96589194174e-05,7.57609299697e-21,5.09771704516e-05,7.57609299697e-21
sequence-cps,0.000134009440456,0.,0.000134011696517,0.,0.000134009440456,0.,0.000134009440456,0.,0.000148401400194,0.
setrip,2.91998838548e-05,0.,2.9199022023e-05,3.78804649849e-21,2.91998838548e-05,0.,2.91998838548e-05,0.,2.97450361682e-05,0.
setrip-smallbuf,2.94202503586e-05,0.,2.91969698895e-05,3.78804649849e-21,2.94202503586e-05,0.,2.94202503586e-05,0.,2.95809674883e-05,0.

top_heap_words,4.06.1+multicore+atomic-mark+bench,,4.06.1+multicore+bench,,4.06.1+multicore+cas-promotion+bench,,4.06.1+multicore+xchg-writes+bench,,4.06.1+trunk+bench,
almabench,,,36864.,0.,,,,,491520.,0.
bdd,,,523929.,0.,,,,,650240.,0.
cpdf-merge,,,37717860.,nan,,,,,43174400.,0.
cpdf-reformat,,,26681915.,nan,,,,,28387328.,0.
cpdf-squeeze,,,37732858.,0.,,,,,37542912.,0.
cpdf-transform,,,15079605.,0.,,,,,14480384.,0.
frama-c-deflate,,,,,,,,,88571904.,0.
frama-c-idct,,,,,,,,,4685824.,nan
jsontrip-sample,,,94607.,0.,,,,,491520.,0.
kb,,,380928.,0.,,,,,565248.,0.
kb-no-exc,,,434176.,0.,,,,,646656.,0.
lexifi-g2pp,,,140259.,0.,,,,,593408.,0.
menhir-fancy,,,357664.,0.,,,,,491520.,0.
menhir-sql,,,36610936.,nan,,,,,43174400.,0.
menhir-standard,,,323978.,0.,,,,,491520.,0.
minilight,,,860762.,0.,,,,,748032.,0.
numal-durand-kerner-aberth,,,53248.,0.,,,,,565248.,0.
numal-fft,,,67207186.,0.,,,,,129609728.,0.
numal-k-means,,,560227.,0.,,,,,596992.,0.
numal-levinson-durbin,,,301886.,0.,,,,,565248.,0.
numal-lu-decomposition,,,7035930.,0.,,,,,8068096.,0.
numal-naive-multilayer,,,69986.,0.,,,,,565248.,0.
numal-qr-decomposition,,,375842.,0.,,,,,491520.,0.
numal-rnd_access,,,200032771.,0.,,,,,360491520.,0.
numal-simple_access,,,192855299.,0.,,,,,224531968.,0.
patdiff,,,,,,,,,3861504.,0.
sequence,,,32768.,0.,,,,,565248.,0.
sequence-cps,,,32768.,0.,,,,,565248.,0.
setrip,,,65539.,0.,,,,,565248.,0.
setrip-smallbuf,,,65539.,0.,,,,,565248.,0.

minor_collections,4.06.1+multicore+atomic-mark+bench,,4.06.1+multicore+bench,,4.06.1+multicore+cas-promotion+bench,,4.06.1+multicore+xchg-writes+bench,,4.06.1+trunk+bench,
almabench,44.,0.,1.,0.,44.,0.,44.,0.,44.,0.
bdd,292.,0.,291.,0.,292.,0.,292.,0.,295.,0.
cpdf-merge,759.,0.,696.,nan,759.,0.,759.,0.,772.,0.
cpdf-reformat,1712.,0.,1685.,nan,1712.,0.,1712.,0.,1725.,0.
cpdf-squeeze,1541.,0.,1513.,0.,1541.,0.,1541.,0.,1560.,0.
cpdf-transform,214.,0.,214.,0.,214.,0.,214.,0.,220.,0.
frama-c-deflate,,,,,,,,,9450.,0.
frama-c-idct,,,,,,,,,93.,nan
jsontrip-sample,27.,0.,19.,0.,27.,0.,27.,0.,28.,0.
kb,345.,0.,342.,0.,345.,0.,345.,0.,385.,0.
kb-no-exc,143.,0.,142.,0.,143.,0.,143.,0.,168.,0.
lexifi-g2pp,6403.,0.,6366.,0.,6403.,0.,6403.,0.,6409.,0.
menhir-fancy,10.,0.,5.,0.,10.,0.,10.,0.,9.,0.
menhir-sql,3964.,0.,3857.,nan,3964.,0.,3964.,0.,3967.,0.
menhir-standard,6.,0.,4.,0.,6.,0.,6.,0.,5.,0.
minilight,37181.,0.,36878.,0.,37181.,0.,37181.,0.,37211.,0.
numal-durand-kerner-aberth,295.,0.,292.,0.,295.,0.,295.,0.,338.,0.
numal-fft,1376.,0.,159.,0.,1376.,0.,1376.,0.,185.,0.
numal-k-means,397.,0.,2.,0.,397.,0.,397.,0.,398.,0.
numal-levinson-durbin,3817.,0.,3817.,0.,3817.,0.,3817.,0.,4885.,0.
numal-lu-decomposition,2097.,0.,29.,0.,2097.,0.,2097.,0.,2097.,0.
numal-naive-multilayer,8280.,0.,8274.,0.,8280.,0.,8280.,0.,8352.,0.
numal-qr-decomposition,6528.,0.,6347.,0.,6528.,0.,6528.,0.,6552.,0.
numal-rnd_access,763.,0.,1.,0.,763.333333333,0.57735026919,763.,0.,763.333333333,0.57735026919
numal-simple_access,2442.,0.,791.,0.,2442.,0.,2442.,0.,2446.,0.
patdiff,,,,,,,,,151.,0.
sequence,2862.,0.,2859.,0.,2862.,0.,2862.,0.,2931.,0.
sequence-cps,5726.,0.,5723.,0.,5726.,0.,5726.,0.,6176.,0.
setrip,650.,0.,638.,0.,650.,0.,650.,0.,656.,0.
setrip-smallbuf,650.,0.,637.,0.,650.,0.,650.,0.,655.,0.

major_collections,4.06.1+multicore+atomic-mark+bench,,4.06.1+multicore+bench,,4.06.1+multicore+cas-promotion+bench,,4.06.1+multicore+xchg-writes+bench,,4.06.1+trunk+bench,
