time_real,4.06.1+multicore+atomic-mark+bench,,4.06.1+multicore+bench,,4.06.1+multicore+cas-promotion+bench,,4.06.1+multicore+xchg-writes+bench,,4.06.1+trunk+bench,
numal-levinson-durbin,1001931677.,0.,1001931673.,0.,1001931677.,0.,1001931677.,0.,1000784001.,0.
numal-lu-decomposition,543585142.,0.,2323177.,0.,543585142.,0.,543585142.,0.,542217436.,0.
numal-naive-multilayer,2171024504.,0.,2169451640.,0.,2171024504.,0.,2171024504.,0.,2170639423.,0.
numal-qr-decomposition,1712409570.,0.,1664961502.,0.,1712409570.,0.,1712409570.,0.,1711440705.,0.
numal-rnd_access,201141108.667,895794.745824,1258680.,1013773.69322,201631202.,24358.4143983,201712114.,13565.1364903,200008880.,2262.7416998
numal-simple_access,640771165.,0.,207971917.,0.,640771165.,0.,640771165.,0.,640006201.,0.
patdiff,,,,,,,,,36596878.,0.
sequence,752030057.,0.,751505769.,0.,752030057.,0.,752030057.,0.,750492812.,0.
sequence-cps,1502506087.,0.,1501719665.,0.,1502506087.,0.,1502506087.,0.,1501299851.,0.
setrip,172397946.,0.,168203678.,0.,172397946.,0.,172397946.,0.,170650322.,0.
setrip-smallbuf,172398261.,0.,168203713.,0.,172398261.,0.,172398261.,0.,170650267.,0.

major_words,4.06.1+multicore+atomic-mark+bench,,4.06.1+multicore+bench,,4.06.1+multicore+cas-promotion+bench,,4.06.1+multicore+xchg-writes+bench,,4.06.1+trunk+bench,
almabench,1065.,0.,975.,0.,1065.,0.,1065.,0.,939.,0.
bdd,617964.,0.,583194.,0.,617964.,0.,617964.,0.,664841.,0.
cpdf-merge,95256868.,0.,88005934.,nan,95161531.,0.,95161553.,0.,95303277.,0.
cpdf-reformat,75782385.,0.,72781274.,nan,75782373.,0.,75782385.,0.,75793761.,0.
cpdf-squeeze,138963878.,0.,135732461.,0.,138963858.,0.,138963878.,0.,138739074.,0.
cpdf-transform,28027018.,0.,27404613.,0.,28027020.,0.,28027018.,0.,27953626.,0.
frama-c-deflate,,,,,,,,,186977705.333,4192.14030459
frama-c-idct,,,,,,,,,2650589.,nan
jsontrip-sample,29490.,0.,26923.,0.,29490.,0.,29490.,0.,29376.,0.
kb,4878177.,0.,4836364.,0.,4878177.,0.,4878177.,0.,4873136.,0.
kb-no-exc,4644391.,0.,4618698.,0.,4644391.,0.,4644391.,0.,4699054.,0.
lexifi-g2pp,280758.,0.,277213.,0.,280760.,0.,280758.,0.,278186.,0.
menhir-fancy,327890.,0.,272091.,0.,327893.,0.,327890.,0.,328751.,0.
menhir-sql,56262849.,0.,50751588.,nan,56262855.,0.,56262849.,0.,56163384.,0.
menhir-standard,270149.,0.,242323.,0.,270151.,0.,270149.,0.,274012.,0.
minilight,10645660.,0.,10547447.,0.,10645660.,0.,10645660.,0.,10641824.,0.
numal-durand-kerner-aberth,231819.,0.,229455.,0.,231811.,0.,231819.,0.,227630.,0.
numal-fft,140413009.,0.,130782695.,0.,140413011.,0.,140413009.,0.,140272143.,0.
numal-k-means,535719.,0.,526355.,0.,535719.,0.,535719.,0.,536219.,0.
numal-levinson-durbin,250058479.,0.,250058475.,0.,250058479.,0.,250058479.,0.,250064165.,0.
numal-lu-decomposition,7775992.,0.,6984362.,0.,7775992.,0.,7775992.,0.,7775111.,0.
numal-naive-multilayer,1260760.,0.,1259751.,0.,1260760.,0.,1260760.,0.,1282790.,0.
numal-qr-decomposition,2682763.,0.,2646191.,0.,2682763.,0.,2682763.,0.,2693569.,0.
numal-rnd_access,200000221.,0.,200000215.,0.,200000221.,0.,200000221.,0.,200000139.,0.
numal-simple_access,220001977.,0.,192577233.,0.,220001977.,0.,220001977.,0.,220001887.,0.
patdiff,,,,,,,,,9210069.,0.
sequence,37423.,0.,37391.,0.,37423.,0.,37423.,0.,38258.,0.
sequence-cps,201428.,0.,201326.,0.,201428.,0.,201428.,0.,222795.,0.
setrip,13313.,0.,13191.,0.,13313.,0.,13313.,0.,13269.,0.
setrip-smallbuf,13351.,0.,13191.,0.,13351.,0.,13351.,0.,13241.,0.

promoted_words,4.06.1+multicore+atomic-mark+bench,,4.06.1+multicore+bench,,4.06.1+multicore+cas-promotion+bench,,4.06.1+multicore+xchg-writes+bench,,4.06.1+trunk+bench,
almabench,7.72814227674e-05,0.,0.000598280793119,0.,7.72814227674e-05,0.,7.72814227674e-05,0.,8.03308776666e-05,0.
bdd,0.00611328848776,8.91129473883e-19,0.0056885660427,0.,0.00611328848776,8.91129473883e-19,0.00611328848776,8.91129473883e-19,0.00685046285302,2.66634390763e-18
cpdf-merge,0.42291969324,6.79869977755e-17,0.444838693196,nan,0.422395666028,0.,0.422395865049,0.,0.423203322507,0.
cpdf-reformat,0.145029088266,0.,0.140862328922,nan,0.14502905415,0.,0.145029088266,0.,0.145303994765,0.
cpdf-squeeze,0.305440848955,0.,0.305221256145,0.,0.305440782004,0.,0.305440848955,0.,0.304896690581,0.
cpdf-transform,0.467827789818,0.,0.46810883293,0.,0.467827657941,0.,0.467827789818,0.,0.466708613064,0.
frama-c-deflate,,,,,,,,,0.049072919089,3.56683157827e-06
frama-c-idct,,,,,,,,,0.0946752986027,nan
jsontrip-sample,0.00168190972735,5.43396431187e-18,0.0019423583007,8.69287071629e-18,0.00168190972735,5.43408931536e-18,0.00168190972735,4.78343528032e-18,0.0018137688911,6.95145299817e-18
kb,0.0532943481835,7.41798960903e-18,0.0532957516916,0.,0.0532943481835,7.41798960903e-18,0.0532943481835,7.41798960903e-18,0.0538002453413,7.31423639287e-18
kb-no-exc,0.123487847769,1.45551466459e-17,0.123666675065,1.44444595137e-17,0.123487847769,1.44948766286e-17,0.123487847769,1.44948766286e-17,0.125296956908,0.
lexifi-g2pp,0.00016716870633,0.,0.000166486986257,0.,0.0001671698973,0.,0.00016716870633,3.31967762576e-20,0.000165723680165,3.31967762576e-20
menhir-fancy,0.073246458915,1.5301527926e-16,0.103572040602,6.2568658813e-16,0.0732475000665,9.73733595293e-17,0.073246458915,1.5302754382e-16,0.0802010689663,7.92076797924e-16
menhir-sql,0.0447931194647,0.,0.0427537483319,nan,0.0447931251426,0.,0.0447931194647,0.,0.0447321079658,0.
menhir-standard,0.0427086284582,1.11223978019e-16,0.0410034638883,1.04231993086e-16,0.0427092441666,1.18175476645e-16,0.0427086284582,9.73269458288e-17,0.087580537379,5.13978371267e-16
minilight,0.0010904098617,0.,0.00109080678876,0.,0.0010904098617,0.,0.0010904098617,0.,0.00109004159694,0.
numal-durand-kerner-aberth,0.0029718832384,3.50695557665e-18,0.0029715357662,1.75270036519e-18,0.00297178056891,2.19236534137e-18,0.0029718832384,3.50778454619e-18,0.00294039435826,0.
numal-fft,0.508940972016,0.,0.489649692494,0.,0.508940975714,0.,0.508940972016,0.,0.511005343814,0.
numal-k-means,0.0034566698526,8.92507865231e-19,0.136950926568,5.61384157879e-17,0.0034566698526,8.92507865231e-19,0.0034566698526,8.92507865231e-19,0.00352236527108,2.18956001029e-18
numal-levinson-durbin,3.49145563545e-05,0.,3.49105642057e-05,0.,3.49145563545e-05,0.,3.49145563545e-05,0.,4.07140801205e-05,0.
numal-lu-decomposition,0.000549014270151,0.,0.0674868940249,0.,0.000549014270151,0.,0.000549014270151,0.,0.000548918165,0.
numal-naive-multilayer,0.000580523157467,0.,0.000580478945362,0.,0.000580523157467,0.,0.000580523157467,0.,0.000590811162099,0.
numal-qr-decomposition,0.00156661411323,0.,0.00158929380458,0.,0.00156661411323,0.,0.00156661411323,0.,0.00157386054459,0.
numal-rnd_access,7.05981404451e-07,3.15204406202e-09,0.000554061356532,0.000831746933183,7.04256085505e-07,8.50789034788e-11,7.03973586441e-07,4.73422126032e-11,6.89969365404e-07,7.8057656974e-12
numal-simple_access,0.312126869816,0.,0.829809892073,1.35973995551e-16,0.312126869816,0.,0.312126869816,0.,0.312499919044,0.
patdiff,,,,,,,,,0.186792682152,8.55484294927e-17
sequence,4.96589194174e-05,7.57609299697e-21,4.96509827857e-05,0.,4.96589194174e-05,7.57609299697e-21,4.96589194174e-05,7.57609299697e-21,5.09771704516e-05,7.57609299697e-21
sequence-cps,0.000134009440456,0.,0.000134011696517,0.,0.000134009440456,0.,0.000134009440456,0.,0.000148401400194,0.
setrip,2.91998838548e-05,0.,2.92026907997e-05,0.,2.91998838548e-05,0.,2.91998838548e-05,0.,2.97450361682e-05,0.
setrip-smallbuf,2.94202503586e-05,0.,2.92026847231e-05,0.,2.94202503586e-05,0.,2.94202503586e-05,0.,2.95809674883e-05,0.

top_heap_words,4.06.1+multicore+atomic-mark+bench,,4.06.1+multicore+bench,,4.06.1+multicore+cas-promotion+bench,,4.06.1+multicore+xchg-writes+bench,,4.06.1+trunk+bench,
almabench,,,36864.,0.,,,,,491520.,0.
bdd,,,523929.,0.,,,,,650240.,0.
cpdf-merge,,,37717860.,nan,,,,,43174400.,0.
cpdf-reformat,,,26626331.,nan,,,,,28387328.,0.
cpdf-squeeze,,,37732858.,0.,,,,,37542912.,0.
cpdf-transform,,,14171928.,0.,,,,,14480384.,0.
frama-c-deflate,,,,,,,,,88571904.,0.
frama-c-idct,,,,,,,,,4685824.,nan
jsontrip-sample,,,94607.,0.,,,,,491520.,0.
kb,,,380928.,0.,,,,,565248.,0.
kb-no-exc,,,434176.,0.,,,,,646656.,0.
lexifi-g2pp,,,140259.,0.,,,,,593408.,0.
menhir-fancy,,,357664.,0.,,,,,491520.,0.
menhir-sql,,,36561784.,nan,,,,,43174400.,0.
menhir-standard,,,323978.,0.,,,,,491520.,0.
minilight,,,856666.,0.,,,,,748032.,0.
numal-durand-kerner-aberth,,,53248.,0.,,,,,565248.,0.
numal-fft,,,73334802.,0.,,,,,129609728.,0.
numal-k-means,,,560227.,0.,,,,,596992.,0.
numal-levinson-durbin,,,301886.,0.,,,,,565248.,0.
numal-lu-decomposition,,,7035930.,0.,,,,,8068096.,0.
numal-naive-multilayer,,,69986.,0.,,,,,565248.,0.
numal-qr-decomposition,,,375842.,0.,,,,,491520.,0.
numal-rnd_access,,,200032771.,0.,,,,,360491520.,0.
numal-simple_access,,,192855299.,0.,,,,,224531968.,0.
patdiff,,,,,,,,,3861504.,0.
sequence,,,32768.,0.,,,,,565248.,0.
sequence-cps,,,32768.,0.,,,,,565248.,0.
setrip,,,65539.,0.,,,,,565248.,0.
setrip-smallbuf,,,65539.,0.,,,,,565248.,0.

minor_collections,4.06.1+multicore+atomic-mark+bench,,4.06.1+multicore+bench,,4.06.1+multicore+cas-promotion+bench,,4.06.1+multicore+xchg-writes+bench,,4.06.1+trunk+bench,
almabench,44.,0.,1.,0.,44.,0.,44.,0.,44.,0.
bdd,292.,0.,291.,0.,292.,0.,292.,0.,295.,0.
cpdf-merge,759.,0.,696.,nan,759.,0.,759.,0.,772.,0.
cpdf-reformat,1712.,0.,1685.,nan,1712.,0.,1712.,0.,1725.,0.
cpdf-squeeze,1541.,0.,1513.,0.,1541.,0.,1541.,0.,1560.,0.
cpdf-transform,214.,0.,212.,0.,214.,0.,214.,0.,220.,0.
frama-c-deflate,,,,,,,,,9450.66666667,0.57735026919
frama-c-idct,,,,,,,,,93.,nan
jsontrip-sample,27.,0.,18.,0.,27.,0.,27.,0.,28.,0.
kb,345.,0.,342.,0.,345.,0.,345.,0.,385.,0.
kb-no-exc,143.,0.,142.,0.,143.,0.,143.,0.,168.,0.
lexifi-g2pp,6403.,0.,6348.,0.,6403.,0.,6403.,0.,6409.,0.
menhir-fancy,10.,0.,5.,0.,10.,0.,10.,0.,9.,0.
menhir-sql,3964.,0.,3857.,nan,3964.,0.,3964.,0.,3967.,0.
menhir-standard,6.,0.,4.,0.,6.,0.,6.,0.,5.,0.
minilight,37181.,0.,36824.,0.,37181.,0.,37181.,0.,37211.,0.
numal-durand-kerner-aberth,295.,0.,292.,0.,295.,0.,295.,0.,338.,0.
numal-fft,1376.,0.,171.,0.,1376.,0.,1376.,0.,185.,0.
numal-k-means,390.,0.,2.,0.,390.,0.,390.,0.,391.,0.
numal-levinson-durbin,3817.,0.,3817.,0.,3817.,0.,3817.,0.,4885.,0.
numal-lu-decomposition,2097.,0.,29.,0.,2097.,0.,2097.,0.,2097.,0.
numal-naive-multilayer,8280.,0.,8274.,0.,8280.,0.,8280.,0.,8352.,0.
numal-qr-decomposition,6528.,0.,6347.,0.,6528.,0.,6528.,0.,6552.,0.
numal-rnd_access,763.333333333,0.57735026919,1.,0.,763.,0.,763.,0.,763.,0.
numal-simple_access,2442.,0.,791.,0.,2442.,0.,2442.,0.,2446.,0.
patdiff,,,,,,,,,151.,0.
sequence,2862.,0.,2860.,0.,2862.,0.,2862.,0.,2931.,0.
sequence-cps,5726.,0.,5723.,0.,5726.,0.,5726.,0.,6176.,0.
setrip,650.,0.,634.,0.,650.,0.,650.,0.,656.,0.
setrip-smallbuf,650.,0.,634.,0.,650.,0.,650.,0.,655.,0.

major_collections,4.06.1+multicore+atomic-mark+bench,,4.06.1+multicore+bench,,4.06.1+multicore+cas-promotion+bench,,4.06.1+multicore+xchg-writes+bench,,4.06.1+trunk+bench,
almabench,3.,0.,1.,0.,3.,0.,3.,0.,0.,0.
